Experiment,Val_Loss,Val_IoU,Val_F1,Val_Recall,Val_Prec,Test_Loss,Test_IoU,Test_F1,Test_Recall,Test_Prec
Unet-resnet50-imagenet_Single-TB,6.083670372658587,0.42833945789235706,0.5900388639023963,0.7230992304517868,0.5229419894674991,6.951690196990967,0.3357943594455719,0.49255357185999554,0.4971264898777008,0.49695947766304016
Unet-resnet50-imagenet_Shift-TA_TC-to-TB_10pct,5.717533405010517,0.5513210239318701,0.6893283426761627,0.7135980702363528,0.6908076061652257,6.682236512502034,0.3058745662371318,0.46705960234006244,0.5551093816757202,0.4144853750864665
Unet-resnet50-imagenet_Shift-TA_TB-to-TC_10pct,5.629374644212556,0.5690464738168215,0.7147715813235233,0.7649330183079368,0.6926792771147009,6.0582237620102735,0.2646460266489732,0.41638827951330887,0.4335050426031414,0.4247653327490154
